order_id,customer_id,order_date,status
91,52,2026-06-03 00:00:00.000000,Completed
92,73,2026-03-02 00:00:00.000000,Completed
93,75,2024-09-04 00:00:00.000000,Cancelled
94,6,2025-07-07 00:00:00.000000,Cancelled
95,11,2024-08-17 00:00:00.000000,Pending
96,85,2025-07-26 00:00:00.000000,Cancelled
97,73,2026-07-19 00:00:00.000000,Cancelled
98,41,2024-10-02 00:00:00.000000,Pending
99,27,2026-06-03 00:00:00.000000,Cancelled
100,92,2025-04-03 00:00:00.000000,Pending
101,31,2025-10-24 00:00:00.000000,Pending
102,51,2025-07-02 00:00:00.000000,Completed
103,86,2025-10-22 00:00:00.000000,Cancelled
104,39,2025-06-13 00:00:00.000000,Pending
105,41,2026-02-05 00:00:00.000000,Completed
106,2,2025-12-13 00:00:00.000000,Pending
107,80,2025-06-23 00:00:00.000000,Cancelled
108,13,2025-03-15 00:00:00.000000,Completed
109,69,2024-10-31 00:00:00.000000,Completed
110,65,2025-06-13 00:00:00.000000,Pending
111,17,2024-08-19 00:00:00.000000,Pending
112,9,2025-04-12 00:00:00.000000,Completed
113,48,2024-12-14 00:00:00.000000,Pending
114,21,2026-04-17 00:00:00.000000,Pending
115,70,2025-11-26 00:00:00.000000,Cancelled
116,39,2025-07-26 00:00:00.000000,Cancelled
117,84,2026-05-11 00:00:00.000000,Cancelled
118,2,2026-01-20 00:00:00.000000,Cancelled
119,71,2026-07-18 00:00:00.000000,Pending
120,85,2025-05-11 00:00:00.000000,Completed
121,18,2024-10-10 00:00:00.000000,Pending
122,15,2025-07-08 00:00:00.000000,Completed
123,96,2026-05-20 00:00:00.000000,Cancelled
124,20,2024-10-24 00:00:00.000000,Pending
125,37,2025-02-07 00:00:00.000000,Cancelled
126,27,2025-07-07 00:00:00.000000,Cancelled
127,44,2025-11-03 00:00:00.000000,Completed
128,88,2025-06-10 00:00:00.000000,Cancelled
129,34,2025-09-13 00:00:00.000000,Cancelled
130,63,2024-10-03 00:00:00.000000,Pending
131,7,2025-06-06 00:00:00.000000,Completed
132,82,2026-06-10 00:00:00.000000,Pending
133,36,2025-03-31 00:00:00.000000,Completed
134,1,2026-03-05 00:00:00.000000,Pending
135,99,2025-04-23 00:00:00.000000,Completed
136,82,2025-01-22 00:00:00.000000,Pending
137,21,2025-04-18 00:00:00.000000,Cancelled
138,57,2026-03-31 00:00:00.000000,Cancelled
139,91,2024-12-11 00:00:00.000000,Pending
140,72,2024-10-01 00:00:00.000000,Completed
141,15,2025-09-03 00:00:00.000000,Completed
142,89,2025-12-07 00:00:00.000000,Completed
143,70,2024-10-30 00:00:00.000000,Completed
144,48,2025-09-19 00:00:00.000000,Cancelled
145,71,2025-09-03 00:00:00.000000,Completed
146,56,2024-12-31 00:00:00.000000,Completed
147,6,2026-07-07 00:00:00.000000,Pending
148,47,2026-03-28 00:00:00.000000,Completed
149,46,2025-05-01 00:00:00.000000,Completed
150,88,2025-05-02 00:00:00.000000,Completed
151,86,2026-02-18 00:00:00.000000,Completed
152,46,2026-05-01 00:00:00.000000,Cancelled
153,53,2025-12-17 00:00:00.000000,Cancelled
154,96,2026-04-28 00:00:00.000000,Completed
155,31,2024-11-25 00:00:00.000000,Completed
156,23,2025-02-02 00:00:00.000000,Pending
157,4,2024-10-21 00:00:00.000000,Completed
158,95,2024-11-24 00:00:00.000000,Pending
159,53,2025-02-17 00:00:00.000000,Cancelled
160,95,2025-01-03 00:00:00.000000,Completed
161,35,2024-12-15 00:00:00.000000,Completed
162,90,2025-11-13 00:00:00.000000,Completed
163,49,2024-11-29 00:00:00.000000,Completed
164,61,2026-03-16 00:00:00.000000,Completed
165,26,2026-03-15 00:00:00.000000,Pending
166,45,2025-12-25 00:00:00.000000,Pending
167,30,2024-09-30 00:00:00.000000,Completed
168,4,2024-12-18 00:00:00.000000,Cancelled
169,25,2026-03-26 00:00:00.000000,Pending
170,43,2025-12-03 00:00:00.000000,Pending
171,9,2025-08-21 00:00:00.000000,Pending
172,45,2025-07-29 00:00:00.000000,Cancelled
173,66,2026-03-11 00:00:00.000000,Pending
174,87,2025-10-14 00:00:00.000000,Cancelled
175,43,2026-03-16 00:00:00.000000,Completed
176,15,2025-10-27 00:00:00.000000,Pending
177,23,2025-07-17 00:00:00.000000,Cancelled
178,34,2026-01-14 00:00:00.000000,Completed
179,14,2026-07-21 00:00:00.000000,Cancelled
180,56,2026-06-19 00:00:00.000000,Pending
181,94,2025-10-15 00:00:00.000000,Pending
182,56,2025-12-15 00:00:00.000000,Cancelled
183,66,2025-12-09 00:00:00.000000,Completed
184,50,2025-12-01 00:00:00.000000,Cancelled
185,25,2025-04-11 00:00:00.000000,Pending
186,6,2026-06-05 00:00:00.000000,Cancelled
187,56,2025-12-03 00:00:00.000000,Completed
188,67,2025-04-05 00:00:00.000000,Cancelled
189,88,2024-11-28 00:00:00.000000,Cancelled
190,95,2025-07-10 00:00:00.000000,Cancelled
191,86,2024-09-25 00:00:00.000000,Completed
192,47,2025-08-02 00:00:00.000000,Pending
193,9,2025-07-12 00:00:00.000000,Cancelled
194,43,2025-12-06 00:00:00.000000,Cancelled
195,41,2025-03-26 00:00:00.000000,Cancelled
196,16,2026-04-13 00:00:00.000000,Cancelled
197,39,2025-03-04 00:00:00.000000,Cancelled
198,40,2025-11-05 00:00:00.000000,Cancelled
199,53,2024-09-15 00:00:00.000000,Pending
200,52,2025-05-03 00:00:00.000000,Cancelled
