sku_id,product_name,category,warehouse_id,stock_quantity,reorder_level,unit_cost,demand_30_day,stock_status,reorder_flag,inventory_value
SKU00055,Digitized content-based functionalities,Sports,WH-DEL,836.0,68.0,6881.93,201.0,overstock,NO,5753293.48
SKU00056,Inverse real-time policy,Electronics,WH-HYD,1774.0,84.0,13089.13,180.0,overstock,NO,23220116.62
SKU00057,Optimized solution-oriented moderator,Clothing,WH-HYD,1272.0,20.0,12701.88,172.0,overstock,NO,16156791.36
SKU00058,Persistent empowering model,Electronics,WH-CHE,440.0,43.0,14452.44,168.0,overstock,NO,6359073.6
SKU00059,Multi-lateral 5thgeneration utilization,Clothing,WH-BLR,983.0,63.0,5084.0,243.0,overstock,NO,4997572.0
SKU00060,Balanced upward-trending project,Beauty,WH-DEL,693.0,79.0,50.77,178.0,overstock,NO,35183.61
SKU00061,Re-engineered even-keeled process improvement,Toys,WH-DEL,1405.0,59.0,14158.06,229.0,overstock,NO,19892074.3
SKU00062,Business-focused tertiary infrastructure,Sports,WH-MUM,1816.0,36.0,3948.35,213.0,overstock,NO,7170203.6
SKU00063,Ameliorated 4thgeneration adapter,Books,WH-CHE,753.0,91.0,14546.37,183.0,overstock,NO,10953416.61
SKU00064,Versatile 24/7 policy,Beauty,WH-BLR,1999.0,51.0,328.77,201.0,overstock,NO,657211.23
SKU00065,Phased incremental middleware,Beauty,WH-CHE,836.0,39.0,11734.02,304.0,overstock,NO,9809640.72
SKU00066,Triple-buffered intangible hierarchy,Beauty,WH-BLR,277.0,32.0,4697.46,171.0,overstock,NO,1301196.42
SKU00067,Fully-configurable stable success,Toys,WH-CHE,0.0,85.0,1127.91,206.0,stockout,YES,0.0
SKU00068,Enterprise-wide holistic orchestration,Beauty,WH-BLR,254.0,14.0,12032.98,182.0,overstock,NO,3056376.92
SKU00069,Organized grid-enabled access,Beauty,WH-MUM,1765.0,78.0,882.67,250.0,overstock,NO,1557912.55
SKU00070,Focused radical monitoring,Grocery,WH-HYD,353.0,48.0,6446.1,208.0,overstock,NO,2275473.3
SKU00071,Upgradable contextually-based capacity,Clothing,WH-MUM,1557.0,76.0,9456.32,259.0,overstock,NO,14723490.24
SKU00072,Horizontal radical database,Sports,WH-HYD,1553.0,81.0,8615.91,161.0,overstock,NO,13380508.23
SKU00073,Enhanced mission-critical Local Area Network,Toys,WH-BLR,1048.0,38.0,2978.14,225.0,overstock,NO,3121090.72
SKU00074,Extended bottom-line groupware,Clothing,WH-MUM,162.0,66.0,374.95,262.0,healthy,NO,60741.9
SKU00075,Persistent contextually-based workforce,Toys,WH-CHE,172.0,93.0,9036.18,181.0,healthy,NO,1554222.96
SKU00076,Reverse-engineered tangible collaboration,Electronics,WH-CHE,1316.0,57.0,11398.43,260.0,overstock,NO,15000333.88
SKU00077,Secured transitional flexibility,Grocery,WH-HYD,1073.0,70.0,6922.01,210.0,overstock,NO,7427316.73
SKU00078,Cross-platform content-based process improvement,Books,WH-MUM,849.0,16.0,5840.0,282.0,overstock,NO,4958160.0
SKU00079,Customer-focused coherent Graphic Interface,Toys,WH-BLR,622.0,37.0,3273.7,243.0,overstock,NO,2036241.4
SKU00080,Multi-layered exuding emulation,Sports,WH-CHE,1599.0,58.0,6074.35,139.0,overstock,NO,9712885.65
SKU00081,Innovative clear-thinking project,Books,WH-MUM,147.0,35.0,1619.03,246.0,overstock,NO,237997.41
SKU00082,Robust 4thgeneration monitoring,Beauty,WH-DEL,863.0,71.0,6624.18,176.0,overstock,NO,5716667.34
SKU00083,Synchronized 5thgeneration algorithm,Grocery,WH-DEL,1716.0,67.0,13247.79,256.0,overstock,NO,22733207.64
SKU00084,Seamless bottom-line moratorium,Sports,WH-HYD,944.0,64.0,13002.49,211.0,overstock,NO,12274350.56
SKU00085,Multi-layered dedicated solution,Toys,WH-MUM,794.0,60.0,13358.37,163.0,overstock,NO,10606545.78
SKU00086,Secured secondary firmware,Beauty,WH-CHE,1043.0,80.0,10464.48,162.0,overstock,NO,10914452.64
SKU00087,Monitored actuating encoding,Grocery,WH-HYD,542.0,57.0,12215.07,202.0,overstock,NO,6620567.94
SKU00088,Switchable clear-thinking Local Area Network,Sports,WH-MUM,1331.0,46.0,10277.87,180.0,overstock,NO,13679844.97
SKU00089,Function-based full-range encoding,Beauty,WH-MUM,725.0,67.0,2118.14,258.0,overstock,NO,1535651.5
SKU00090,Up-sized systematic core,Sports,WH-DEL,1780.0,40.0,13178.76,258.0,overstock,NO,23458192.8
SKU00091,Reactive multi-tasking core,Toys,WH-HYD,1141.0,46.0,7012.68,242.0,overstock,NO,8001467.88
SKU00092,Extended non-volatile paradigm,Sports,WH-HYD,46.0,63.0,13088.18,165.0,below_reorder,YES,602056.28
SKU00093,Front-line encompassing structure,Beauty,WH-HYD,1222.0,54.0,1253.73,229.0,overstock,NO,1532058.06
SKU00094,Diverse optimizing orchestration,Sports,WH-HYD,649.0,36.0,1369.59,244.0,overstock,NO,888863.91
SKU00095,Profit-focused intangible support,Books,WH-DEL,1204.0,14.0,937.95,175.0,overstock,NO,1129291.8
SKU00096,Cloned real-time info-mediaries,Electronics,WH-DEL,568.0,62.0,8586.08,125.0,overstock,NO,4876893.44
SKU00097,Cloned 24/7 synergy,Toys,WH-MUM,1036.0,40.0,5388.17,223.0,overstock,NO,5582144.12
SKU00098,Operative 24/7 alliance,Sports,WH-BLR,1075.0,93.0,5183.91,188.0,overstock,NO,5572703.25
SKU00099,Robust 3rdgeneration open system,Toys,WH-MUM,700.0,35.0,5513.58,235.0,overstock,NO,3859506.0
SKU00100,Object-based 6thgeneration software,Toys,WH-DEL,0.0,14.0,6476.07,156.0,stockout,YES,0.0
SKU00101,Business-focused grid-enabled structure,Grocery,WH-DEL,1168.0,18.0,482.1,165.0,overstock,NO,563092.8
SKU00102,Innovative secondary hierarchy,Books,WH-BLR,1197.0,63.0,12233.24,285.0,overstock,NO,14643188.28
SKU00103,Open-architected maximized circuit,Clothing,WH-CHE,1567.0,74.0,9020.11,235.0,overstock,NO,14134512.37
SKU00104,Synchronized human-resource Internet solution,Toys,WH-DEL,164.0,80.0,12511.54,151.0,healthy,NO,2051892.56
SKU00105,User-centric modular software,Beauty,WH-HYD,1533.0,45.0,7560.62,244.0,overstock,NO,11590430.46
SKU00106,Self-enabling zero tolerance middleware,Toys,WH-BLR,1495.0,70.0,1193.69,160.0,overstock,NO,1784566.55
SKU00107,Extended hybrid moderator,Toys,WH-HYD,1045.0,75.0,13853.59,193.0,overstock,NO,14477001.55
SKU00108,Stand-alone fault-tolerant adapter,Electronics,WH-CHE,945.0,62.0,4245.93,177.0,overstock,NO,4012403.85
SKU00109,Synchronized user-facing Graphic Interface,Toys,WH-CHE,301.0,12.0,8236.02,162.0,overstock,NO,2479042.02
SKU00110,De-engineered 5thgeneration strategy,Home & Kitchen,WH-CHE,702.0,85.0,5564.46,262.0,overstock,NO,3906250.92
SKU00111,Fundamental coherent utilization,Electronics,WH-DEL,1267.0,45.0,7924.97,256.0,overstock,NO,10040936.99
SKU00112,Horizontal high-level productivity,Books,WH-MUM,7.0,83.0,10390.25,260.0,below_reorder,YES,72731.75
SKU00113,Enterprise-wide needs-based solution,Grocery,WH-DEL,585.0,50.0,6371.06,252.0,overstock,NO,3727070.1
SKU00114,Automated maximized archive,Grocery,WH-CHE,1276.0,64.0,10222.12,152.0,overstock,NO,13043425.12
SKU00115,Fundamental logistical support,Home & Kitchen,WH-BLR,112.0,18.0,1052.93,160.0,overstock,NO,117928.16
SKU00116,Up-sized multi-state analyzer,Clothing,WH-DEL,770.0,49.0,8002.42,238.0,overstock,NO,6161863.4
SKU00117,Innovative interactive standardization,Sports,WH-MUM,498.0,80.0,6793.46,163.0,overstock,NO,3383143.08
SKU00118,Seamless even-keeled adapter,Clothing,WH-CHE,1501.0,53.0,3837.29,217.0,overstock,NO,5759772.29
SKU00119,Proactive impactful conglomeration,Sports,WH-BLR,1770.0,26.0,6855.35,217.0,overstock,NO,12133969.5
SKU00120,Sharable asynchronous policy,Books,WH-BLR,537.0,23.0,4943.35,238.0,overstock,NO,2654578.95
SKU00121,Cloned needs-based standardization,Home & Kitchen,WH-CHE,462.0,71.0,13749.04,223.0,overstock,NO,6352056.48
SKU00122,Multi-lateral well-modulated toolset,Books,WH-CHE,168.0,97.0,12582.63,171.0,healthy,NO,2113881.84
SKU00123,Secured intermediate extranet,Toys,WH-HYD,1775.0,71.0,4685.9,248.0,overstock,NO,8317472.5
SKU00124,Open-source content-based emulation,Clothing,WH-MUM,1985.0,56.0,3096.62,288.0,overstock,NO,6146790.7
SKU00125,Monitored 5thgeneration solution,Books,WH-CHE,727.0,57.0,179.51,296.0,overstock,NO,130503.77
SKU00126,Assimilated modular website,Sports,WH-HYD,1987.0,50.0,13515.49,247.0,overstock,NO,26855278.63
SKU00127,Realigned eco-centric knowledgebase,Clothing,WH-CHE,1947.0,77.0,5271.46,240.0,overstock,NO,10263532.62
SKU00128,Right-sized reciprocal strategy,Beauty,WH-DEL,1420.0,72.0,9583.55,244.0,overstock,NO,13608641.0
SKU00129,Decentralized hybrid firmware,Beauty,WH-CHE,1275.0,17.0,5188.72,180.0,overstock,NO,6615618.0
SKU00130,Decentralized zero-defect extranet,Sports,WH-DEL,1387.0,31.0,10602.93,288.0,overstock,NO,14706263.91
SKU00131,Mandatory attitude-oriented definition,Toys,WH-CHE,1654.0,24.0,4987.87,163.0,overstock,NO,8249936.98
SKU00132,Quality-focused executive capacity,Grocery,WH-MUM,1271.0,37.0,5210.17,239.0,overstock,NO,6622126.07
SKU00133,Front-line coherent product,Books,WH-CHE,0.0,38.0,14139.84,239.0,stockout,YES,0.0
SKU00134,Decentralized mobile orchestration,Clothing,WH-DEL,1467.0,17.0,8238.59,234.0,overstock,NO,12086011.53
SKU00135,Re-contextualized next generation software,Clothing,WH-HYD,1773.0,34.0,12295.91,227.0,overstock,NO,21800648.43
SKU00136,Adaptive 6thgeneration challenge,Home & Kitchen,WH-MUM,1672.0,49.0,10568.48,256.0,overstock,NO,17670498.56
SKU00137,Stand-alone web-enabled website,Clothing,WH-BLR,1794.0,83.0,10352.6,187.0,overstock,NO,18572564.4
SKU00138,Customizable clear-thinking project,Books,WH-DEL,1734.0,85.0,14672.22,268.0,overstock,NO,25441629.48
SKU00139,Multi-channeled fresh-thinking hierarchy,Home & Kitchen,WH-MUM,643.0,70.0,996.55,184.0,overstock,NO,640781.65
SKU00140,Versatile tertiary customer loyalty,Sports,WH-BLR,178.0,61.0,1405.63,156.0,healthy,NO,250202.14
SKU00141,Persevering systemic architecture,Books,WH-BLR,680.0,56.0,3779.41,240.0,overstock,NO,2569998.8
SKU00142,Switchable non-volatile hierarchy,Electronics,WH-MUM,656.0,14.0,14286.44,202.0,overstock,NO,9371904.64
SKU00143,De-engineered asymmetric info-mediaries,Electronics,WH-DEL,607.0,67.0,12136.59,190.0,overstock,NO,7366910.13
SKU00144,Programmable needs-based leverage,Clothing,WH-DEL,204.0,88.0,10092.19,172.0,healthy,NO,2058806.76
SKU00145,Diverse 4thgeneration parallelism,Beauty,WH-BLR,620.0,50.0,9227.98,243.0,overstock,NO,5721347.6
SKU00146,Automated directional Graphical User Interface,Toys,WH-HYD,1449.0,40.0,11134.26,225.0,overstock,NO,16133542.74
SKU00147,Synergistic dynamic toolset,Beauty,WH-DEL,621.0,81.0,14819.9,241.0,overstock,NO,9203157.9
SKU00148,Polarized optimizing open architecture,Clothing,WH-CHE,1922.0,86.0,2163.32,181.0,overstock,NO,4157901.04
SKU00149,Cross-platform secondary middleware,Beauty,WH-BLR,853.0,97.0,2332.88,223.0,overstock,NO,1989946.64
SKU00150,Robust reciprocal pricing structure,Clothing,WH-DEL,1990.0,98.0,392.47,253.0,overstock,NO,781015.3
SKU00151,Optional leadingedge capacity,Toys,WH-DEL,191.0,17.0,10365.82,185.0,overstock,NO,1979871.62
SKU00152,Focused full-range system engine,Home & Kitchen,WH-MUM,512.0,25.0,2442.56,288.0,overstock,NO,1250590.72
SKU00153,Horizontal 6thgeneration conglomeration,Home & Kitchen,WH-MUM,1031.0,29.0,6290.18,189.0,overstock,NO,6485175.58
SKU00154,Right-sized foreground adapter,Grocery,WH-HYD,1306.0,31.0,5369.8,226.0,overstock,NO,7012958.8
SKU00155,Assimilated mobile matrices,Toys,WH-HYD,1164.0,28.0,12543.09,224.0,overstock,NO,14600156.76
SKU00156,Polarized local instruction set,Books,WH-CHE,1016.0,100.0,9489.84,249.0,overstock,NO,9641677.44
SKU00157,Secured client-driven portal,Electronics,WH-MUM,1164.0,27.0,216.28,224.0,overstock,NO,251749.92
SKU00158,Balanced contextually-based functionalities,Beauty,WH-MUM,1556.0,80.0,7409.54,230.0,overstock,NO,11529244.24
SKU00159,Triple-buffered upward-trending process improvemen,Grocery,WH-MUM,412.0,28.0,784.89,245.0,overstock,NO,323374.68
SKU00160,Synergistic client-driven encryption,Electronics,WH-HYD,1353.0,44.0,14404.44,241.0,overstock,NO,19489207.32
SKU00161,Proactive full-range forecast,Beauty,WH-MUM,1505.0,42.0,9254.48,212.0,overstock,NO,13927992.4
SKU00162,Vision-oriented asymmetric artificial intelligence,Grocery,WH-CHE,296.0,54.0,14092.17,208.0,overstock,NO,4171282.32
SKU00163,Re-contextualized 24hour extranet,Sports,WH-DEL,1845.0,52.0,5053.42,222.0,overstock,NO,9323559.9
SKU00164,Cross-group dedicated flexibility,Electronics,WH-CHE,301.0,61.0,10612.13,267.0,overstock,NO,3194251.13
SKU00165,User-centric cohesive encryption,Toys,WH-DEL,1131.0,32.0,706.57,221.0,overstock,NO,799130.67
SKU00166,Realigned modular archive,Sports,WH-BLR,0.0,48.0,241.27,226.0,stockout,YES,0.0
SKU00167,Innovative clear-thinking methodology,Sports,WH-HYD,1647.0,98.0,6794.77,219.0,overstock,NO,11190986.19
SKU00168,Expanded coherent concept,Beauty,WH-DEL,1186.0,42.0,672.79,242.0,overstock,NO,797928.94
SKU00169,Right-sized bi-directional contingency,Beauty,WH-BLR,1972.0,36.0,6562.99,173.0,overstock,NO,12942216.28
SKU00170,Vision-oriented interactive concept,Clothing,WH-BLR,674.0,65.0,13513.67,269.0,overstock,NO,9108213.58
SKU00171,Decentralized content-based paradigm,Books,WH-CHE,1007.0,75.0,7746.61,244.0,overstock,NO,7800836.27
SKU00172,Profit-focused systematic software,Grocery,WH-BLR,780.0,64.0,10933.68,146.0,overstock,NO,8528270.4
SKU00173,Reactive heuristic challenge,Books,WH-DEL,797.0,63.0,1157.33,252.0,overstock,NO,922392.01
SKU00174,Assimilated 4thgeneration algorithm,Home & Kitchen,WH-CHE,282.0,12.0,13281.48,337.0,overstock,NO,3745377.36
SKU00175,Multi-lateral radical paradigm,Clothing,WH-MUM,1777.0,81.0,12000.5,220.0,overstock,NO,21324888.5
SKU00176,Automated 6thgeneration implementation,Electronics,WH-CHE,987.0,45.0,13835.47,120.0,overstock,NO,13655608.89
SKU00177,Proactive system-worthy middleware,Clothing,WH-DEL,1260.0,37.0,11317.3,203.0,overstock,NO,14259798.0
SKU00178,Stand-alone user-facing standardization,Electronics,WH-BLR,248.0,76.0,3149.35,173.0,overstock,NO,781038.8
SKU00179,Function-based maximized migration,Beauty,WH-MUM,1147.0,82.0,10961.3,276.0,overstock,NO,12572611.1
SKU00180,Open-architected systematic workforce,Sports,WH-DEL,1456.0,43.0,1147.6,248.0,overstock,NO,1670905.6
SKU00181,Self-enabling uniform circuit,Electronics,WH-BLR,477.0,66.0,14357.65,229.0,overstock,NO,6848599.05
SKU00182,Function-based cohesive alliance,Books,WH-DEL,1807.0,62.0,8848.43,207.0,overstock,NO,15989113.01
SKU00183,Ergonomic 3rdgeneration productivity,Books,WH-CHE,1679.0,52.0,9612.09,229.0,overstock,NO,16138699.11
SKU00184,Advanced methodical flexibility,Home & Kitchen,WH-HYD,806.0,11.0,9879.74,240.0,overstock,NO,7963070.44
SKU00185,Quality-focused neutral concept,Sports,WH-CHE,1554.0,61.0,12974.75,232.0,overstock,NO,20162761.5
SKU00186,Managed neutral archive,Toys,WH-HYD,679.0,98.0,12528.96,257.0,overstock,NO,8507163.84
SKU00187,Assimilated radical monitoring,Home & Kitchen,WH-CHE,1358.0,94.0,5545.02,187.0,overstock,NO,7530137.16
SKU00188,Seamless secondary moratorium,Home & Kitchen,WH-CHE,337.0,10.0,7906.78,225.0,overstock,NO,2664584.86
SKU00189,Devolved radical extranet,Books,WH-MUM,764.0,15.0,2356.22,233.0,overstock,NO,1800152.08
SKU00190,Synergistic motivating protocol,Beauty,WH-BLR,1489.0,97.0,6435.05,139.0,overstock,NO,9581789.45
SKU00191,Advanced asymmetric extranet,Grocery,WH-HYD,1308.0,74.0,13604.39,234.0,overstock,NO,17794542.12
SKU00192,Synergized disintermediate structure,Toys,WH-CHE,1641.0,38.0,4214.2,183.0,overstock,NO,6915502.2
SKU00193,Monitored client-server moderator,Sports,WH-BLR,1176.0,83.0,11024.29,210.0,overstock,NO,12964565.04
SKU00194,Self-enabling disintermediate challenge,Beauty,WH-BLR,473.0,91.0,2241.06,215.0,overstock,NO,1060021.38
SKU00195,User-friendly empowering protocol,Clothing,WH-BLR,660.0,97.0,14067.54,159.0,overstock,NO,9284576.4
SKU00196,Profound dedicated groupware,Home & Kitchen,WH-CHE,1433.0,72.0,13860.3,182.0,overstock,NO,19861809.9
SKU00197,Diverse leadingedge instruction set,Grocery,WH-DEL,178.0,100.0,14482.25,304.0,healthy,NO,2577840.5
SKU00198,Exclusive even-keeled matrices,Sports,WH-MUM,790.0,64.0,14562.45,279.0,overstock,NO,11504335.5
SKU00199,Diverse dedicated alliance,Beauty,WH-DEL,0.0,88.0,11421.16,235.0,stockout,YES,0.0
SKU00200,Operative user-facing installation,Grocery,WH-MUM,685.0,44.0,6394.79,219.0,overstock,NO,4380431.15
SKU00201,Upgradable neutral Graphic Interface,Toys,WH-DEL,651.0,55.0,5366.11,233.0,overstock,NO,3493337.61
SKU00202,Progressive logistical model,Toys,WH-CHE,228.0,61.0,4694.67,210.0,overstock,NO,1070384.76
SKU00203,Versatile empowering task-force,Toys,WH-DEL,1479.0,16.0,3601.86,263.0,overstock,NO,5327150.94
SKU00204,Implemented optimal monitoring,Books,WH-MUM,1032.0,17.0,5296.89,195.0,overstock,NO,5466390.48
SKU00205,Universal background initiative,Toys,WH-DEL,1714.0,20.0,11775.04,197.0,overstock,NO,20182418.56
SKU00206,Cloned optimal frame,Grocery,WH-MUM,317.0,45.0,9800.5,255.0,overstock,NO,3106758.5
SKU00207,Profound multi-tasking application,Home & Kitchen,WH-CHE,1555.0,37.0,7888.67,201.0,overstock,NO,12266881.85
SKU00208,Cross-platform context-sensitive installation,Home & Kitchen,WH-CHE,840.0,16.0,7219.98,190.0,overstock,NO,6064783.2
SKU00209,Reduced contextually-based software,Sports,WH-DEL,1421.0,20.0,6566.61,168.0,overstock,NO,9331152.81
SKU00210,Seamless demand-driven system engine,Electronics,WH-MUM,1625.0,35.0,4155.18,310.0,overstock,NO,6752167.5
SKU00211,Switchable impactful concept,Electronics,WH-BLR,1749.0,38.0,1126.24,245.0,overstock,NO,1969793.76
SKU00212,Proactive bottom-line parallelism,Books,WH-CHE,1804.0,61.0,5652.18,249.0,overstock,NO,10196532.72
SKU00213,Proactive actuating Local Area Network,Grocery,WH-BLR,708.0,43.0,1609.69,283.0,overstock,NO,1139660.52
SKU00214,Virtual logistical initiative,Toys,WH-MUM,706.0,84.0,13217.23,224.0,overstock,NO,9331364.38
SKU00215,Inverse tertiary array,Toys,WH-HYD,1823.0,72.0,661.5,178.0,overstock,NO,1205914.5
SKU00216,Managed bifurcated Internet solution,Toys,WH-HYD,282.0,27.0,9513.23,186.0,overstock,NO,2682730.86
SKU00217,Multi-lateral cohesive orchestration,Beauty,WH-BLR,809.0,89.0,11253.33,204.0,overstock,NO,9103943.97
SKU00218,Proactive stable hardware,Clothing,WH-MUM,1414.0,100.0,1650.93,218.0,overstock,NO,2334415.02
SKU00219,Down-sized grid-enabled parallelism,Beauty,WH-MUM,1513.0,74.0,6161.08,272.0,overstock,NO,9321714.04
SKU00220,Re-contextualized dynamic productivity,Electronics,WH-BLR,175.0,51.0,2602.15,162.0,overstock,NO,455376.25
SKU00221,Intuitive local customer loyalty,Books,WH-DEL,1763.0,96.0,8378.39,215.0,overstock,NO,14771101.57
SKU00222,Innovative explicit time-frame,Grocery,WH-CHE,655.0,27.0,5135.75,268.0,overstock,NO,3363916.25
SKU00223,Open-architected attitude-oriented capability,Home & Kitchen,WH-BLR,853.0,37.0,5824.85,213.0,overstock,NO,4968597.05
SKU00224,Profit-focused background knowledge user,Beauty,WH-CHE,1313.0,44.0,5995.09,161.0,overstock,NO,7871553.17
SKU00225,Horizontal responsive Graphic Interface,Toys,WH-CHE,1149.0,12.0,87.79,158.0,overstock,NO,100870.71
SKU00226,Compatible non-volatile complexity,Beauty,WH-CHE,1600.0,99.0,1278.68,200.0,overstock,NO,2045888.0
SKU00227,Realigned maximized synergy,Clothing,WH-HYD,132.0,71.0,9126.89,232.0,healthy,NO,1204749.48
