item_id,order_id,sku_id,product_name,category,quantity,unit_price,line_total,load_ts,bronze_ingestion_timestamp,source_file_name,load_date,quarantine_reason
ITEM000001101,ORD00012617,SKU01311,Balanced client-driven functionalities,Toys,4.0,-14002.54,-56010.16,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001140,ORD00049182,SKU02081,Front-line optimizing extranet,Clothing,,4704.32,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001201,ORD00002744,SKU04869,Cross-group clear-thinking infrastructure,Electronics,9.0,-14587.04,-131283.36000000002,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001207,ORD00036459,SKU04397,Optimized client-driven structure,Toys,,7318.57,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001274,ORD00034724,SKU02927,Public-key 5thgeneration intranet,Books,,3668.29,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001301,ORD00028723,SKU00991,Business-focused 4thgeneration leverage,Books,10.0,-952.24,-9522.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001341,ORD00031392,SKU00584,Reduced attitude-oriented Internet solution,Toys,,1153.3,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001401,ORD00003640,SKU00478,Enterprise-wide tangible groupware,Grocery,10.0,-7760.69,-77606.9,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001408,ORD00007535,SKU02775,Future-proofed actuating capacity,Sports,,1173.05,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001475,ORD00012060,SKU04573,Persistent bandwidth-monitored adapter,Books,,13431.26,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001501,ORD00042055,SKU00785,Distributed homogeneous help-desk,Beauty,10.0,-5185.4,-51854.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001542,ORD00038164,SKU01351,Phased national adapter,Toys,,11399.03,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001601,ORD00008076,SKU04246,Extended systematic moderator,Grocery,2.0,-13444.88,-26889.76,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001609,ORD00019916,SKU02878,Advanced zero tolerance product,Clothing,,4583.16,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001676,ORD00033678,SKU03722,Enhanced executive customer loyalty,Sports,,4949.18,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001701,ORD00024447,SKU04879,Total user-facing algorithm,Sports,9.0,-8822.39,-79401.51,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001743,ORD00045632,SKU01388,Devolved foreground productivity,Clothing,,12753.46,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001801,ORD00035910,SKU02058,Extended explicit flexibility,Books,10.0,-12565.49,-125654.9,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001810,ORD00030021,SKU00718,Synergistic mobile circuit,Home & Kitchen,,13599.96,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001877,ORD00043578,SKU02159,Streamlined high-level archive,Sports,,8827.16,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000001901,ORD00011393,SKU04653,Right-sized mission-critical protocol,Sports,5.0,-6220.29,-31101.45,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000001944,ORD00030126,SKU04942,Re-engineered scalable hierarchy,Toys,,12621.08,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002001,ORD00011111,SKU00010,User-friendly system-worthy parallelism,Beauty,1.0,-11638.79,-11638.79,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002011,ORD00025162,SKU01196,Re-engineered impactful standardization,Grocery,,13550.18,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002078,ORD00012229,SKU01181,Quality-focused composite frame,Books,,1585.71,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002101,ORD00048659,SKU00807,Sharable needs-based focus group,Toys,4.0,-1223.91,-4895.64,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002145,ORD00006920,SKU02658,Inverse stable array,Home & Kitchen,,11565.64,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002201,ORD00038974,SKU04978,Self-enabling reciprocal model,Beauty,1.0,-6016.7,-6016.7,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002212,ORD00034713,SKU01467,Extended interactive standardization,Beauty,,14428.24,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002279,ORD00022333,SKU02244,Devolved interactive alliance,Books,,9507.3,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002301,ORD00044294,SKU04342,De-engineered 4thgeneration functionalities,Home & Kitchen,6.0,-9639.05,-57834.299999999996,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002346,ORD00011614,SKU02622,Ergonomic system-worthy protocol,Beauty,,8483.62,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002401,ORD00037876,SKU03705,Optional encompassing support,Beauty,5.0,-6555.02,-32775.100000000006,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002413,ORD00010377,SKU04332,Re-engineered didactic challenge,Home & Kitchen,,6591.99,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002480,ORD00014014,SKU00774,Profound holistic service-desk,Beauty,,9993.6,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002501,ORD00045215,SKU01084,Triple-buffered incremental superstructure,Sports,1.0,-5929.55,-5929.55,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002547,ORD00031075,SKU01140,Horizontal tertiary monitoring,Toys,,11303.6,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002601,ORD00006264,SKU02526,Fundamental interactive conglomeration,Toys,5.0,-3921.7,-19608.5,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002614,ORD00002345,SKU00577,Fully-configurable motivating function,Grocery,,282.85,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002681,ORD00047793,SKU03666,Ergonomic reciprocal protocol,Books,,11147.15,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002701,ORD00010466,SKU00104,Synchronized human-resource Internet solution,Toys,3.0,-12511.54,-37534.62,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002748,ORD00008261,SKU04998,Compatible client-server standardization,Grocery,,4000.82,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002801,ORD00026457,SKU03175,Vision-oriented real-time success,Books,5.0,-1037.12,-5185.599999999999,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002815,ORD00024073,SKU02836,Reverse-engineered fault-tolerant database,Toys,,12245.58,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002882,ORD00024186,SKU04747,Compatible zero administration data-warehouse,Grocery,,13691.78,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000002901,ORD00032979,SKU00908,Optimized composite emulation,Toys,1.0,-14465.17,-14465.17,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000002949,ORD00020511,SKU04018,Polarized value-added artificial intelligence,Toys,,5367.72,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003001,ORD00033807,SKU00664,Stand-alone zero-defect product,Electronics,2.0,-10615.14,-21230.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003016,ORD00032319,SKU02796,Networked multimedia collaboration,Beauty,,2385.74,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003083,ORD00012044,SKU04112,Public-key heuristic alliance,Books,,10430.76,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003101,ORD00003211,SKU04202,Secured non-volatile parallelism,Sports,3.0,-11664.43,-34993.29,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003150,ORD00007507,SKU01632,Profit-focused intermediate Graphical User Interfa,Toys,,6867.69,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003201,ORD00014054,SKU00546,Re-contextualized incremental budgetary management,Books,8.0,-5972.66,-47781.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003217,ORD00036835,SKU04903,Reverse-engineered discrete parallelism,Grocery,,3524.59,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003284,ORD00042163,SKU03316,Inverse heuristic analyzer,Toys,,3212.58,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003301,ORD00022610,SKU02944,Ameliorated demand-driven database,Clothing,5.0,-2990.31,-14951.55,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003351,ORD00016415,SKU03820,Public-key next generation array,Sports,,2876.33,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003401,ORD00016174,SKU02854,Cloned tertiary alliance,Clothing,8.0,-1543.04,-12344.32,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003418,ORD00007275,SKU04818,Profit-focused grid-enabled help-desk,Home & Kitchen,,4841.3,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003485,ORD00045448,SKU03224,Diverse bottom-line moratorium,Electronics,,14489.53,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003501,ORD00012695,SKU04093,Open-source asymmetric open system,Clothing,9.0,-5997.14,-53974.26,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003552,ORD00021349,SKU01073,Quality-focused bifurcated frame,Beauty,,11280.85,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003601,ORD00045567,SKU04091,Cloned coherent throughput,Books,5.0,-11143.69,-55718.450000000004,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003619,ORD00039705,SKU00828,Face-to-face scalable synergy,Grocery,,8190.74,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003686,ORD00047226,SKU00498,Polarized neutral complexity,Clothing,,5906.33,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003701,ORD00023001,SKU00051,Fundamental impactful superstructure,Books,5.0,-117.73,-588.65,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003753,ORD00038013,SKU01541,Quality-focused responsive algorithm,Toys,,6078.52,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003801,ORD00010184,SKU01320,Universal exuding hardware,Grocery,2.0,-10299.14,-20598.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003820,ORD00001614,SKU03224,Diverse bottom-line moratorium,Electronics,,14489.53,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003887,ORD00020371,SKU03519,Up-sized optimal artificial intelligence,Toys,,3222.22,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000003901,ORD00009178,SKU00017,Public-key logistical structure,Clothing,9.0,-7208.39,-64875.51,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000003954,ORD00035528,SKU02893,Advanced optimizing open architecture,Toys,,13177.51,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004001,ORD00038198,SKU01839,User-friendly executive solution,Books,10.0,-14083.61,-140836.1,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004021,ORD00025709,SKU02443,Ergonomic full-range open system,Beauty,,8184.12,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004088,ORD00035514,SKU01309,Virtual zero-defect implementation,Beauty,,3264.28,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004101,ORD00034849,SKU02459,Compatible grid-enabled firmware,Home & Kitchen,3.0,-14249.22,-42747.659999999996,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004155,ORD00004296,SKU00406,Optional hybrid hardware,Clothing,,2708.37,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004201,ORD00008920,SKU01049,Focused solution-oriented complexity,Grocery,4.0,-3386.15,-13544.6,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004222,ORD00003112,SKU01585,Integrated high-level moderator,Beauty,,11025.31,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004289,ORD00038617,SKU00247,Monitored 6thgeneration service-desk,Home & Kitchen,,8069.28,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004301,ORD00015281,SKU02488,Open-architected logistical analyzer,Beauty,3.0,-4416.29,-13248.869999999999,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004356,ORD00030714,SKU03357,Exclusive system-worthy circuit,Electronics,,14604.91,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004401,ORD00030237,SKU00109,Synchronized user-facing Graphic Interface,Toys,6.0,-8236.02,-49416.12,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004423,ORD00021093,SKU04761,Synchronized directional migration,Beauty,,1872.73,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004490,ORD00043193,SKU03705,Optional encompassing support,Beauty,,6555.02,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004501,ORD00019922,SKU02621,Enhanced disintermediate knowledge user,Toys,9.0,-736.62,-6629.58,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004557,ORD00013641,SKU03472,Configurable full-range process improvement,Clothing,,8396.07,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004601,ORD00049253,SKU00961,Robust upward-trending secured line,Grocery,1.0,-371.07,-371.07,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004624,ORD00008355,SKU01645,Synergistic background standardization,Sports,,12609.61,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004691,ORD00048749,SKU01905,Streamlined modular array,Toys,,11378.38,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004701,ORD00023634,SKU03196,Multi-channeled coherent infrastructure,Books,8.0,-6641.89,-53135.12,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004758,ORD00023889,SKU00957,Fundamental local capability,Toys,,9670.76,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004801,ORD00026179,SKU00881,Enterprise-wide disintermediate methodology,Grocery,2.0,-13418.59,-26837.18,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004825,ORD00020217,SKU03727,Re-contextualized client-driven orchestration,Toys,,744.62,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004892,ORD00047114,SKU02137,Fully-configurable even-keeled standardization,Books,,11298.34,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000004901,ORD00003686,SKU02116,Front-line demand-driven emulation,Books,10.0,-6337.64,-63376.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000004959,ORD00034533,SKU03445,Integrated high-level toolset,Toys,,11252.82,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005001,ORD00031458,SKU01853,Diverse user-facing matrices,Beauty,3.0,-4760.12,-14280.36,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005026,ORD00010771,SKU02517,Networked analyzing service-desk,Books,,9804.26,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005093,ORD00033688,SKU00462,Universal optimizing algorithm,Toys,,3599.83,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005101,ORD00025740,SKU01064,Robust transitional circuit,Sports,6.0,-8485.99,-50915.94,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005160,ORD00038790,SKU02430,Multi-tiered empowering ability,Sports,,8792.58,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005201,ORD00011499,SKU00038,Fully-configurable optimal groupware,Toys,10.0,-6398.37,-63983.7,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005227,ORD00010829,SKU01164,Right-sized client-driven system engine,Sports,,724.73,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005294,ORD00016634,SKU01675,Realigned fault-tolerant utilization,Grocery,,12134.01,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005301,ORD00036029,SKU04131,Multi-lateral foreground challenge,Electronics,4.0,-1617.57,-6470.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005361,ORD00029493,SKU02733,Streamlined mobile intranet,Sports,,12482.11,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005401,ORD00030658,SKU00926,Versatile eco-centric process improvement,Electronics,1.0,-11731.2,-11731.2,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005428,ORD00034059,SKU01277,Front-line 24/7 interface,Grocery,,3072.66,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005495,ORD00018958,SKU02506,Ameliorated encompassing utilization,Clothing,,185.67,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005501,ORD00014221,SKU01623,Organized upward-trending encoding,Beauty,6.0,-7674.48,-46046.88,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005562,ORD00034113,SKU03359,Reverse-engineered radical database,Home & Kitchen,,2383.71,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005601,ORD00026970,SKU03618,Future-proofed empowering projection,Grocery,6.0,-3681.9,-22091.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
ITEM000005629,ORD00032015,SKU04478,Managed content-based encoding,Toys,,12697.27,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005696,ORD00007703,SKU01232,Open-source directional application,Electronics,,1351.11,,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Missing quantity
ITEM000005701,ORD00036616,SKU04419,Multi-lateral zero-defect projection,Electronics,8.0,-7340.6,-58724.8,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Negative unit_price
