item_id,order_id,sku_id,product_name,category,quantity,unit_price,line_total,load_ts,bronze_ingestion_timestamp,source_file_name,load_date,quarantine_reason
ITEM000006536,ORD00008201,SKU03571,Future-proofed multi-tasking intranet,Toys,9.0,2760.38,24843.42,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000006617,ORD00003701,SKU01090,Synergized bifurcated policy,Sports,5.0,8831.71,44158.55,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000006692,ORD00022301,SKU03859,Adaptive intermediate time-frame,Toys,6.0,64.49,386.94,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000006784,ORD00039101,SKU02459,Compatible grid-enabled firmware,Home & Kitchen,7.0,14249.22,99744.54,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000006921,ORD00005501,SKU04372,Switchable value-added info-mediaries,Electronics,5.0,2647.18,13235.9,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000007314,ORD00003201,SKU03275,Monitored static Internet solution,Electronics,4.0,365.57,1462.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000007605,ORD00012901,SKU00601,Managed hybrid access,Toys,10.0,12085.4,120854.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000007683,ORD00004601,SKU04879,Total user-facing algorithm,Sports,10.0,8822.39,88223.9,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000007894,ORD00048501,SKU03720,Down-sized cohesive definition,Toys,10.0,8911.14,89111.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008024,ORD00029301,SKU01824,Automated regional structure,Home & Kitchen,4.0,1906.79,7627.16,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008044,ORD00025801,SKU02671,Reactive systematic throughput,Grocery,1.0,10068.25,10068.25,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008299,ORD00037001,SKU04867,Proactive multimedia instruction set,Beauty,4.0,3713.13,14852.52,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008330,ORD00036501,SKU03868,Innovative foreground hierarchy,Books,8.0,5757.93,46063.44,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008340,ORD00045201,SKU04205,Quality-focused mission-critical process improveme,Books,4.0,10798.96,43195.84,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008402,ORD00046801,SKU04794,Customizable stable capacity,Beauty,8.0,397.26,3178.08,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008575,ORD00048101,SKU02137,Fully-configurable even-keeled standardization,Books,10.0,11298.34,112983.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008765,ORD00015901,SKU02979,Up-sized 24/7 model,Grocery,8.0,910.18,7281.44,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008941,ORD00015101,SKU03889,Universal cohesive access,Grocery,9.0,10630.02,95670.18,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008947,ORD00049401,SKU03713,Reverse-engineered multimedia matrices,Electronics,6.0,8369.49,50216.94,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000008953,ORD00030401,SKU02365,Reactive tangible Local Area Network,Grocery,6.0,10360.32,62161.92,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009063,ORD00013901,SKU02586,Multi-layered 5thgeneration infrastructure,Toys,1.0,1928.99,1928.99,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009211,ORD00032801,SKU01081,Function-based web-enabled parallelism,Toys,5.0,7646.26,38231.3,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009290,ORD00003601,SKU03190,Optional holistic product,Electronics,5.0,5580.33,27901.65,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009315,ORD00036301,SKU04518,Cloned even-keeled initiative,Toys,2.0,1435.51,2871.02,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009397,ORD00010501,SKU00849,Configurable next generation approach,Grocery,4.0,7520.6,30082.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009434,ORD00018401,SKU03823,Stand-alone 24hour flexibility,Electronics,9.0,5589.12,50302.08,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009530,ORD00044501,SKU01816,Robust value-added application,Clothing,8.0,11634.96,93079.68,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009538,ORD00018701,SKU04602,Vision-oriented leadingedge info-mediaries,Clothing,5.0,13439.19,67195.95,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009570,ORD00049701,SKU03551,Re-engineered demand-driven hub,Sports,5.0,3090.5,15452.5,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009572,ORD00049401,SKU04234,Reduced analyzing moderator,Beauty,7.0,11965.02,83755.14,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009721,ORD00033201,SKU02712,Polarized 5thgeneration strategy,Grocery,4.0,13852.28,55409.12,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009855,ORD00041201,SKU02444,Profit-focused tangible artificial intelligence,Books,9.0,8670.3,78032.7,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009950,ORD00020201,SKU00730,Devolved didactic workforce,Grocery,9.0,11610.22,104491.98,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000009979,ORD00008701,SKU04278,Synchronized full-range toolset,Sports,7.0,10197.23,71380.61,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010224,ORD00002101,SKU01733,Front-line global matrix,Clothing,3.0,6999.61,20998.83,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010352,ORD00027601,SKU02749,Cloned asynchronous Internet solution,Books,10.0,9583.43,95834.3,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010610,ORD00006801,SKU04470,Phased upward-trending secured line,Home & Kitchen,5.0,2417.49,12087.45,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010629,ORD00026001,SKU02616,Operative reciprocal hardware,Clothing,7.0,3379.29,23655.03,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010707,ORD00024201,SKU00062,Business-focused tertiary infrastructure,Sports,7.0,3948.35,27638.45,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010774,ORD00025601,SKU02126,Public-key user-facing Local Area Network,Toys,3.0,8582.02,25746.06,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010844,ORD00025101,SKU03315,Robust heuristic data-warehouse,Grocery,9.0,7178.15,64603.35,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000010908,ORD00049501,SKU00817,Pre-emptive uniform implementation,Home & Kitchen,10.0,12612.43,126124.3,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011173,ORD00034501,SKU01611,Managed eco-centric Graphical User Interface,Books,10.0,8972.1,89721.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011227,ORD00027101,SKU03946,Profit-focused next generation complexity,Clothing,2.0,5174.28,10348.56,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011312,ORD00036601,SKU02042,Decentralized regional approach,Electronics,5.0,13152.91,65764.55,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011348,ORD00015901,SKU02282,Future-proofed user-facing moratorium,Grocery,5.0,13110.92,65554.6,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011524,ORD00008501,SKU02633,Re-contextualized stable policy,Beauty,5.0,9463.81,47319.05,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011608,ORD00028601,SKU01628,Re-contextualized optimal productivity,Grocery,5.0,176.08,880.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011767,ORD00031901,SKU02167,Enterprise-wide content-based info-mediaries,Toys,7.0,5181.76,36272.32,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000011772,ORD00022501,SKU04189,Managed reciprocal access,Sports,7.0,4259.19,29814.33,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012093,ORD00045501,SKU03266,Vision-oriented 3rdgeneration algorithm,Beauty,7.0,13599.46,95196.22,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012366,ORD00004001,SKU03207,Cross-platform mission-critical encryption,Toys,1.0,13203.89,13203.89,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012476,ORD00003401,SKU00334,Mandatory multi-tasking success,Sports,7.0,13458.73,94211.11,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012510,ORD00048701,SKU03387,Re-engineered grid-enabled moderator,Beauty,1.0,12046.08,12046.08,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012512,ORD00002501,SKU02341,Down-sized clear-thinking approach,Grocery,4.0,14497.32,57989.28,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012524,ORD00014501,SKU02647,Exclusive intermediate success,Electronics,3.0,4134.72,12404.16,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012657,ORD00034301,SKU03360,Networked interactive strategy,Grocery,1.0,14327.1,14327.1,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000012678,ORD00032101,SKU01182,Managed optimizing website,Clothing,10.0,9867.17,98671.7,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000013139,ORD00019201,SKU01179,De-engineered national knowledgebase,Home & Kitchen,10.0,881.45,8814.5,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000013260,ORD00002501,SKU00898,Inverse 3rdgeneration emulation,Beauty,3.0,7121.22,21363.66,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000013631,ORD00004401,SKU00897,De-engineered zero-defect service-desk,Clothing,5.0,3099.0,15495.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000013875,ORD00047401,SKU04587,Networked dynamic focus group,Books,5.0,2428.8,12144.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014088,ORD00040001,SKU02215,Decentralized impactful throughput,Toys,4.0,894.38,3577.52,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014125,ORD00022701,SKU04647,Streamlined stable portal,Home & Kitchen,3.0,11969.07,35907.21,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014203,ORD00025401,SKU04532,Right-sized secondary flexibility,Clothing,3.0,3679.0,11037.0,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014230,ORD00011901,SKU01800,Adaptive contextually-based data-warehouse,Books,8.0,9698.05,77584.4,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014370,ORD00032101,SKU00954,Phased holistic service-desk,Sports,1.0,9496.66,9496.66,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014563,ORD00034401,SKU02111,Future-proofed didactic help-desk,Beauty,5.0,13810.37,69051.85,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014617,ORD00025501,SKU01482,Persistent web-enabled flexibility,Clothing,1.0,8550.53,8550.53,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014759,ORD00010201,SKU02913,Managed local project,Books,9.0,13417.21,120754.89,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014782,ORD00047901,SKU01721,Triple-buffered heuristic migration,Grocery,2.0,14834.12,29668.24,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000014811,ORD00004401,SKU00486,Decentralized exuding ability,Sports,5.0,3771.71,18858.55,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000015113,ORD00041901,SKU00508,Programmable optimizing structure,Clothing,7.0,9906.46,69345.22,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000015256,ORD00016801,SKU03519,Up-sized optimal artificial intelligence,Toys,3.0,3222.22,9666.66,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000015258,ORD00020701,SKU01136,Synergistic content-based solution,Beauty,4.0,8593.9,34375.6,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000015264,ORD00014701,SKU03069,Automated intangible structure,Sports,8.0,6748.7,53989.6,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
ITEM000015503,ORD00037301,SKU04734,Compatible didactic algorithm,Sports,8.0,2233.24,17865.92,2025-04-17 06:00:00,2026-08-07 20:10:16,order_items.csv,2026-08-07,Order ID not found in orders
