order_id,customer_id,order_date,status,total_amount,discount_amount,payment_method,warehouse_id,region,load_ts,bronze_ingestion_timestamp,source_file_name,load_date
ORD00000034,CUST005095,2025-02-02 23:48:39,delivered,42894.01,12598.43,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000035,CUST000516,2025-03-02 12:46:07,delivered,972.54,211.08,net_banking,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000036,CUST005577,2025-01-02 07:56:46,placed,1192.66,135.13,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000037,CUST002038,2025-04-10 08:21:02,cancelled,30772.23,772.17,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000038,CUST003458,2025-03-15 07:48:51,placed,8949.78,642.13,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000039,CUST002726,2025-03-24 20:39:30,shipped,24862.66,4573.05,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000040,CUST003401,2025-01-09 16:59:28,placed,32484.5,3234.97,credit_card,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000041,CUST003831,2025-01-28 08:23:24,shipped,16435.82,810.15,UPI,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000042,CUST003376,2025-03-08 19:03:05,placed,39710.92,10259.89,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000043,CUST005001,2025-03-09 07:49:58,PENDING,4917.83,1194.08,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000044,CUST002377,2025-01-13 00:37:58,delivered,31709.44,6801.81,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000045,CUST007511,2025-01-03 03:35:43,placed,12837.44,2698.39,credit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000046,CUST001876,2025-01-18 16:41:10,refunded,19398.91,4604.09,COD,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000047,CUST003279,2025-01-10 14:08:12,delivered,21052.48,6148.13,debit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000048,CUST002840,2025-01-25 16:38:08,delivered,2203.2,356.93,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000049,CUST003103,2025-03-31 19:24:08,delivered,10261.92,1875.52,COD,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000050,CUST009780,2025-03-13 07:39:41,shipped,28698.94,7542.15,COD,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000051,CUST002550,2025-02-24 02:58:41,shipped,32084.31,8347.0,UPI,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000052,CUST004437,2025-03-19 07:30:34,cancelled,22975.17,2524.17,credit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000053,CUST008407,2025-03-06 16:29:46,cancelled,30934.56,9236.2,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000054,CUST007015,2025-03-30 04:05:32,delivered,21228.77,370.83,credit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000055,CUST002747,2025-02-13 14:14:36,placed,3662.18,707.54,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000056,CUST003445,2025-02-20 19:42:26,cancelled,34046.14,1823.73,UPI,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000057,CUST003515,2025-03-06 09:07:06,PENDING,16856.21,3815.52,net_banking,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000058,CUST008299,2025-03-24 12:24:23,delivered,31472.46,8361.33,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000059,CUST005932,2025-02-11 18:34:45,placed,43392.94,467.57,debit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000060,CUST005565,2025-01-13 06:23:59,placed,3296.88,484.83,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000061,CUST000349,2025-04-14 09:57:57,unknown,21684.41,4708.28,COD,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000062,CUST007705,2025-03-04 07:27:25,placed,17961.1,2237.33,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000063,CUST000761,2025-02-11 10:13:37,cancelled,3934.09,966.9,debit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000064,CUST002292,2025-03-12 13:30:43,shipped,16978.73,543.03,credit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000065,CUST008390,2025-03-10 22:50:14,shipped,9632.39,2633.17,credit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000066,CUST002692,2025-01-26 20:05:59,delivered,11610.83,1436.7,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000067,CUST004327,2025-01-21 15:52:25,shipped,45434.03,4580.78,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000068,CUST002043,2025-04-16 13:10:36,PENDING,19698.99,5093.4,net_banking,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000069,CUST000529,2025-01-25 04:57:00,cancelled,48004.41,9200.53,COD,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000070,CUST002927,2025-02-07 23:59:24,delivered,14995.81,4077.52,net_banking,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000071,CUST005822,2025-01-08 21:18:59,cancelled,20784.6,1294.61,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000072,CUST001419,2025-03-08 06:13:33,placed,43949.04,5859.7,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000073,CUST002884,2025-03-10 17:47:38,placed,27454.85,2415.61,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000074,CUST009162,2025-02-01 09:18:14,cancelled,21908.29,4140.68,credit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000075,CUST005403,2025-02-15 04:34:07,delivered,1192.87,5.2,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000076,CUST007104,2025-03-14 10:39:57,delivered,48913.09,182.7,COD,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000077,CUST009323,2025-02-12 04:48:25,unknown,28518.22,5714.04,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000078,CUST009309,2025-03-31 08:19:44,shipped,48504.62,3970.68,credit_card,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000079,CUST001368,2025-01-08 00:19:00,delivered,33140.82,1412.0,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000080,CUST001853,2025-04-11 22:02:05,delivered,45649.2,10415.23,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000081,CUST005460,2025-04-02 22:44:00,shipped,8374.44,86.07,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000082,CUST006584,2025-03-26 00:48:07,delivered,21780.71,5288.06,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000083,CUST004401,2025-02-01 08:57:07,shipped,4535.8,1243.42,credit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000084,CUST001381,2025-03-31 15:28:51,shipped,30826.07,1911.94,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000085,CUST004755,2025-03-08 00:06:37,cancelled,4000.77,424.48,net_banking,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000086,CUST003358,2025-01-28 22:37:01,cancelled,49914.54,6902.42,COD,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000087,CUST009130,2025-03-06 05:02:30,refunded,27335.05,4493.93,COD,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000088,CUST003098,2025-02-28 03:16:21,unknown,43395.72,2653.35,debit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000089,CUST004289,2025-02-02 10:35:38,delivered,38480.14,8563.22,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000090,CUST007099,2025-01-01 22:48:43,placed,7033.46,1596.44,COD,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000091,CUST000730,2025-01-23 09:57:52,cancelled,2482.78,236.09,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000092,CUST000035,2025-03-09 16:51:45,shipped,3073.23,13.15,credit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000093,CUST007852,2025-03-19 23:18:32,cancelled,35787.47,9757.89,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000094,CUST002993,2025-03-29 19:34:01,placed,20655.38,840.61,UPI,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000095,CUST002922,2025-03-19 06:03:13,shipped,10672.91,41.98,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000096,CUST000429,2025-02-24 23:41:34,delivered,4274.48,907.69,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000097,CUST003888,2025-03-19 16:54:01,refunded,34994.8,5542.36,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000098,CUST007087,2025-01-20 00:14:00,delivered,8928.71,1468.11,COD,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000099,CUST002498,2025-03-16 14:22:34,shipped,48974.6,5727.13,UPI,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000100,CUST000642,2025-02-01 08:09:55,delivered,24462.03,58.79,net_banking,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000101,,2025-01-20 17:05:51,delivered,12417.18,3095.67,UPI,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000102,CUST001226,2025-02-15 18:36:00,delivered,32504.68,1143.82,credit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000103,CUST003340,2025-01-01 07:56:31,shipped,29968.04,4777.36,credit_card,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000104,CUST007663,2025-03-31 11:17:30,cancelled,46059.4,2488.19,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000105,CUST001416,2025-01-23 07:17:50,delivered,1870.42,181.43,debit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000106,CUST000122,2025-03-07 08:58:15,placed,43448.07,12396.61,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000107,CUST007292,2025-01-14 00:56:25,cancelled,45818.44,2623.26,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000108,CUST005846,2025-02-14 00:58:33,placed,20786.73,3805.15,COD,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000109,CUST002311,2025-01-17 21:02:22,delivered,21674.65,2392.59,debit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000110,CUST000481,2025-03-02 10:12:41,unknown,32137.35,6666.13,credit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000111,CUST005830,2025-02-08 01:21:29,PENDING,32065.6,8262.02,net_banking,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000112,CUST001442,2025-02-08 00:15:50,shipped,15375.49,1516.18,UPI,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000113,CUST003011,2025-02-11 06:31:25,delivered,31981.72,1335.61,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000114,CUST008381,2025-03-28 18:29:29,cancelled,36286.34,8297.76,COD,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000115,CUST009767,2025-03-27 01:48:53,PENDING,17828.78,2439.38,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000116,CUST005678,2025-04-07 08:27:05,placed,33484.38,1.24,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000117,CUST007098,2025-01-15 19:34:08,shipped,7268.97,705.38,credit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000118,CUST004281,2025-01-02 14:52:45,unknown,25201.52,6679.78,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000119,CUST001754,2025-01-05 01:33:44,shipped,7172.79,2062.82,UPI,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000120,CUST004141,2025-03-09 05:38:56,placed,924.14,34.76,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000121,CUST006774,2025-01-30 16:02:18,refunded,8439.87,1849.23,debit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000122,CUST005133,2025-04-05 11:00:44,unknown,10214.69,1281.47,net_banking,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000123,CUST007845,2025-02-06 02:27:02,cancelled,19554.49,2266.76,COD,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000124,CUST000079,2025-02-15 03:21:49,refunded,4540.92,280.8,debit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000125,CUST009191,2025-01-27 04:23:24,cancelled,47205.36,11496.16,net_banking,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000126,CUST006833,2025-03-16 17:19:57,cancelled,24249.12,512.95,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000127,CUST001541,2025-03-01 20:17:37,PENDING,17656.54,3891.9,UPI,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000128,CUST006813,2025-04-16 18:35:37,cancelled,39831.27,3383.61,UPI,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000129,CUST000480,2025-02-05 17:08:59,PENDING,25820.21,6511.95,COD,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000130,CUST005135,2025-01-17 10:24:01,cancelled,3674.4,830.4,COD,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000131,CUST001146,2025-02-02 22:57:57,cancelled,18493.64,3443.41,debit_card,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000132,CUST007403,2025-04-08 23:58:58,delivered,2394.05,240.59,credit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000133,CUST000245,2025-02-13 05:15:58,placed,40716.39,3488.62,net_banking,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000134,CUST003015,2025-01-05 18:15:19,placed,23490.74,5859.19,debit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000135,CUST005942,2025-01-19 21:45:20,cancelled,41636.67,8671.63,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000136,CUST000577,2025-01-09 21:01:21,delivered,7443.67,1762.81,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000137,CUST002460,2025-03-11 18:48:18,shipped,28859.6,585.44,credit_card,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000138,CUST009545,2025-02-17 07:28:25,delivered,37095.84,6021.49,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000139,CUST007193,2025-03-26 23:24:59,delivered,23442.19,6626.07,debit_card,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000140,CUST000126,2025-02-05 09:46:54,cancelled,35742.37,1396.49,net_banking,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000141,CUST001705,2025-04-09 19:59:28,shipped,34346.31,3882.53,net_banking,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000142,CUST000388,2025-01-05 12:13:35,refunded,7845.72,899.41,credit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000143,CUST004895,2025-01-24 22:54:18,cancelled,30758.8,5422.23,net_banking,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000144,CUST002838,2025-01-13 05:22:26,PENDING,25745.25,1610.26,credit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000145,CUST003894,2025-01-24 05:33:51,refunded,11000.7,3299.15,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000146,CUST001904,2025-03-27 01:17:35,cancelled,3865.57,685.23,debit_card,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000147,CUST005532,2025-02-24 06:51:54,unknown,49934.19,8560.61,UPI,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000148,CUST004635,2025-03-27 15:17:28,shipped,43678.82,1268.67,COD,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000149,CUST009150,2025-01-28 14:09:25,refunded,48240.4,10219.64,UPI,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
ORD00000150,CUST006707,2025-02-11 09:08:00,placed,18950.47,5565.47,net_banking,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07
