order_id,customer_id,order_date,status,total_amount,discount_amount,payment_method,warehouse_id,region,load_ts,bronze_ingestion_timestamp,source_file_name,load_date,quarantine_reason
ORD00004001,,2025-02-01 14:06:00,cancelled,46941.95,6820.1,COD,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004101,,2025-02-13 23:12:08,shipped,49583.44,13554.43,UPI,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004201,,2025-03-08 12:56:35,shipped,7512.08,1919.57,UPI,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004301,,2025-03-15 12:56:06,delivered,23158.45,4055.46,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004401,,2025-02-16 17:05:07,unknown,30906.91,2588.11,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004501,,2025-03-28 02:41:51,shipped,43231.42,12621.66,debit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004601,,2025-02-27 20:40:40,placed,36240.26,10647.3,COD,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004701,,2025-04-06 06:08:22,shipped,12214.23,1963.75,debit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004801,,2025-04-16 21:44:25,placed,38061.16,5186.68,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00004901,,2025-04-15 00:43:09,placed,30024.98,6935.73,credit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005001,,2025-04-06 16:50:41,delivered,24232.01,5223.12,net_banking,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005101,,2025-02-22 22:21:00,placed,33463.61,1082.73,credit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005201,,2025-04-15 21:14:57,shipped,28766.5,913.51,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005301,,2025-03-20 05:03:05,cancelled,48012.94,12629.25,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005401,,2025-02-05 06:42:48,placed,31431.81,8866.53,net_banking,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005501,,2025-01-04 04:01:45,shipped,40541.61,3255.49,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005601,,2025-01-08 10:07:48,placed,3274.9,757.28,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005701,,2025-01-11 22:09:02,shipped,26019.9,4431.3,COD,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005801,,2025-01-25 10:42:32,shipped,7122.87,1744.97,COD,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00005901,,2025-01-15 07:49:23,delivered,49192.4,11212.75,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006001,,2025-03-14 05:51:09,placed,44804.42,10760.68,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006101,,2025-03-23 10:53:00,cancelled,43091.83,9992.14,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006201,,2025-04-16 22:32:18,PENDING,28356.54,5682.57,UPI,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006301,,2025-01-01 07:47:57,delivered,31151.29,590.26,credit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006401,,2025-03-11 04:43:04,shipped,21730.81,3128.74,COD,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006501,,2025-01-03 17:45:18,cancelled,32736.58,1093.05,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006601,,2025-03-26 03:32:49,delivered,14427.56,1870.36,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006701,,2025-03-02 16:25:27,unknown,811.53,163.73,COD,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006801,,2025-01-09 00:31:09,shipped,1913.51,142.79,credit_card,WH-CHE,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00006901,,2025-04-12 17:52:03,placed,39716.88,9963.08,UPI,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007001,,2025-04-15 16:24:04,cancelled,34199.72,4846.12,UPI,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007101,,2025-01-05 07:36:23,placed,4361.96,648.31,credit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007201,,2025-03-07 06:45:46,shipped,36158.79,4692.02,net_banking,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007301,,2025-01-03 05:55:58,cancelled,5265.87,186.39,UPI,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007401,,2025-01-16 12:07:28,delivered,38829.11,4024.41,COD,WH-MUM,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007501,,2025-02-16 13:58:25,delivered,25865.37,3927.14,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007601,,2025-01-29 16:48:33,PENDING,140.79,11.2,UPI,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007701,,2025-01-26 02:07:20,cancelled,43818.06,6885.96,COD,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007801,,2025-04-12 11:42:02,placed,17283.53,956.73,net_banking,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00007901,,2025-01-18 15:39:30,cancelled,18456.36,1113.56,COD,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008001,,2025-04-10 01:06:47,shipped,45957.32,9363.62,UPI,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008101,,2025-01-29 11:15:46,placed,29486.28,152.15,net_banking,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008201,,2025-01-07 20:43:56,placed,49035.41,2389.98,UPI,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008301,,2025-01-07 07:14:18,shipped,40282.72,2652.69,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008401,,2025-01-14 15:20:23,delivered,4673.18,321.72,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008501,,2025-02-26 05:01:43,cancelled,48023.37,6662.79,credit_card,WH-HYD,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008601,,2025-02-25 08:03:32,cancelled,2329.09,609.51,debit_card,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008701,,2025-03-29 09:02:24,unknown,16120.45,3437.11,debit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008801,,2025-04-11 04:49:23,PENDING,30579.83,4398.91,net_banking,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00008901,,2025-01-05 01:11:54,delivered,8945.87,1612.45,net_banking,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009001,,2025-01-05 14:57:31,delivered,48775.88,4819.46,credit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009101,,2025-04-02 10:59:49,placed,36945.15,2331.98,COD,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009201,,2025-01-26 23:37:42,delivered,46516.05,11803.22,debit_card,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009301,,2025-01-08 23:40:05,delivered,25668.41,489.7,net_banking,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009401,,2025-01-12 17:50:08,delivered,29372.47,7245.38,debit_card,WH-MUM,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009501,,2025-03-02 21:46:42,shipped,36813.67,709.95,UPI,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009601,,2025-01-17 23:56:46,shipped,25160.02,125.69,debit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009701,,2025-02-09 00:48:14,cancelled,41863.43,2504.17,COD,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009801,,2025-01-20 13:20:07,unknown,34516.76,7564.24,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00009901,,2025-01-29 05:32:01,cancelled,15748.56,787.86,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010001,,2025-01-11 22:42:06,placed,8422.4,927.01,COD,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010101,,2025-03-17 22:08:31,delivered,23642.52,6415.5,credit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010201,,2025-02-04 04:15:06,delivered,38318.72,3480.79,debit_card,WH-BLR,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010301,,2025-02-09 18:22:00,unknown,257.79,32.38,credit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010401,,2025-04-13 10:36:38,placed,42951.84,4723.67,net_banking,WH-DEL,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010501,,2025-04-04 03:18:55,refunded,16982.62,1778.82,debit_card,WH-BLR,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010601,,2025-03-17 09:00:41,refunded,21567.64,5242.32,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010701,,2025-03-15 09:54:07,shipped,49701.58,10102.63,UPI,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010801,,2025-01-21 01:34:16,unknown,28261.83,1467.93,credit_card,WH-CHE,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00010901,,2025-01-14 19:42:36,cancelled,41444.76,49.45,net_banking,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011001,,2025-03-25 22:57:56,cancelled,31734.01,2869.02,credit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011101,,2025-02-18 15:36:17,delivered,20181.67,4678.95,debit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011201,,2025-03-27 10:41:29,cancelled,47304.27,3143.2,credit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011301,,2025-02-24 01:45:22,refunded,14463.43,815.95,debit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011401,,2025-03-02 13:48:27,delivered,1085.51,206.5,debit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011501,,2025-03-09 18:14:54,placed,13526.26,3651.94,debit_card,WH-CHE,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011601,,2025-03-09 10:42:25,cancelled,48524.32,1132.54,COD,WH-BLR,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011701,,2025-02-05 03:59:10,unknown,29848.85,717.58,net_banking,WH-BLR,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011801,,2025-02-22 10:05:48,shipped,30281.33,1533.99,COD,WH-BLR,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00011901,,2025-03-17 02:30:20,delivered,35554.61,6396.61,debit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012001,,2025-03-25 12:08:45,placed,18778.2,93.77,credit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012101,,2025-03-05 18:43:55,placed,24134.27,144.79,credit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012201,,2025-01-24 17:13:01,refunded,28737.05,849.63,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012301,,2025-01-04 21:47:05,placed,17820.3,5272.19,credit_card,WH-CHE,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012401,,2025-02-18 11:17:58,cancelled,27785.58,607.46,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012501,,2025-01-17 15:46:57,delivered,15123.98,1477.26,debit_card,WH-DEL,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012601,,2025-03-02 20:41:54,shipped,48471.75,7897.2,UPI,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012701,,2025-03-21 23:16:47,unknown,29993.49,6497.8,COD,WH-DEL,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012801,,2025-02-13 22:50:23,shipped,48113.65,7125.64,credit_card,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00012901,,2025-02-06 15:32:50,cancelled,14455.43,1366.05,UPI,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013001,,2025-03-12 08:49:27,shipped,45833.99,12616.29,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013101,,2025-01-29 21:46:12,shipped,20889.44,845.09,debit_card,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013201,,2025-02-13 06:35:35,placed,27729.87,180.16,net_banking,WH-DEL,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013301,,2025-03-01 18:28:57,unknown,22130.06,6318.34,COD,WH-MUM,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013401,,2025-01-09 01:09:51,shipped,15873.59,3861.76,credit_card,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013501,,2025-03-31 04:19:31,refunded,3219.02,383.74,UPI,WH-MUM,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013601,,2025-03-21 06:27:54,cancelled,32188.84,8998.24,net_banking,WH-MUM,South,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013701,,2025-03-24 12:24:28,delivered,13097.71,3243.35,net_banking,WH-HYD,West,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013801,,2025-03-22 20:00:32,refunded,6949.52,1361.84,credit_card,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00013901,,2025-01-14 13:55:30,unknown,41615.29,4174.19,COD,WH-HYD,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014001,,2025-01-04 14:53:34,placed,9542.61,276.58,UPI,WH-DEL,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014101,,2025-02-28 05:14:42,shipped,30016.56,446.5,debit_card,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014201,,2025-01-17 09:09:19,PENDING,784.53,42.83,UPI,WH-HYD,Central,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014301,,2025-02-12 03:30:00,shipped,22581.59,173.17,net_banking,WH-CHE,East,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
ORD00014401,,2025-02-08 23:01:02,shipped,45037.27,1696.95,debit_card,WH-HYD,North,2025-04-17 06:00:00,2026-08-07 20:10:16,orders.csv,2026-08-07,Missing customer_id
